-9.681985247880220413e-04,9.814520599320530891e-04,5.950885824859142303e-04,-1.447168906452134252e-04,1.810900983400642872e-03,7.978590438142418861e-04,-3.796069067902863026e-04,1.004680525511503220e-03,-2.751582534983754158e-03,-3.952028928324580193e-04,2.043674467131495476e-04,7.120700320228934288e-04,-1.903806114569306374e-04,-4.408744280226528645e-04,2.888737071771174669e-04,-3.229661379009485245e-04,-1.527515705674886703e-03,8.280429756268858910e-04,2.987521584145724773e-04,7.712014485150575638e-05,-3.618868649937212467e-04,-1.965516246855258942e-03,6.028445786796510220e-04,-2.104509621858596802e-03,1.151710283011198044e-03,-2.327551192138344049e-05,-4.416834271978586912e-04,-1.102191163226962090e-03,-4.456973401829600334e-04,-1.716408878564834595e-04,-1.562382676638662815e-04,7.113448809832334518e-04,7.444396032951772213e-05,-2.367334091104567051e-04,-2.442301774863153696e-04,4.559583030641078949e-04,5.893444176763296127e-04,4.539307556115090847e-04,2.626748173497617245e-04,3.256610943935811520e-05
-6.039915024302899837e-04,-4.081162041984498501e-04,-4.139929660595953465e-04,8.142245933413505554e-04,5.127005861140787601e-04,-3.598782059270888567e-04,8.468593005090951920e-04,-1.073714578524231911e-03,3.735671343747526407e-04,6.646750262007117271e-04,-1.640436239540576935e-04,-1.959155197255313396e-04,2.272974234074354172e-05,4.392557020764797926e-04,8.462637197226285934e-05,-2.600802399683743715e-04,-1.521402737125754356e-04,-3.020997974090278149e-04,3.070816455874592066e-05,7.040254422463476658e-04,1.347281795460730791e-05,3.067048382945358753e-04,6.774961366318166256e-05,-3.518890589475631714e-04,-3.472781099844723940e-05,2.253447659313678741e-03,-1.057952176779508591e-04,-3.370724152773618698e-04,5.526500754058361053e-04,-5.166763439774513245e-04,-6.876515108160674572e-04,4.494606982916593552e-04,1.959996996447443962e-03,-1.547533320263028145e-03,-8.116867393255233765e-04,1.298170071095228195e-03,-1.520166406407952309e-04,1.731164520606398582e-04,5.589536158367991447e-04,-1.013223081827163696e-03
-5.980856367386877537e-04,-7.015283335931599140e-05,-3.890090447384864092e-04,-1.381458481773734093e-03,-6.193955778144299984e-04,5.307898391038179398e-06,-1.143538684118539095e-04,-4.083522362634539604e-04,-1.825280720368027687e-03,-2.145680773537606001e-04,1.834758557379245758e-03,-1.737126265652477741e-03,-4.868546966463327408e-04,-3.599986957851797342e-04,-1.486899273004382849e-04,1.198805402964353561e-04,5.740821361541748047e-04,-5.127741605974733829e-04,1.006333273835480213e-03,7.033652509562671185e-04,6.454313406720757484e-04,3.285576240159571171e-04,7.456484017893671989e-04,1.097103580832481384e-03,5.286578671075403690e-04,9.167591342702507973e-04,-1.391785335727035999e-03,-3.343740245327353477e-04,-3.583640791475772858e-04,-2.285485388711094856e-04,4.245342570357024670e-04,-2.851363387890160084e-04,-3.183498629368841648e-04,-9.387750178575515747e-04,-2.006813010666519403e-04,-2.400134690105915070e-05,-9.611662244424223900e-05,5.622776807285845280e-04,9.654317400418221951e-04,1.170113100670278072e-04
-6.270584999583661556e-04,-2.688315289560705423e-04,2.980731078423559666e-04,-9.024448809213936329e-05,-1.833270071074366570e-04,4.279137938283383846e-04,2.207153942435979843e-03,1.481024082750082016e-04,-3.249524161219596863e-05,5.007293075323104858e-04,-1.026598969474434853e-03,6.446113693527877331e-04,5.522646242752671242e-04,2.719029434956610203e-04,2.135521965101361275e-03,-4.765210906043648720e-05,-2.889012102968990803e-04,-1.555486815050244331e-04,3.009695326909422874e-03,2.641112369019538164e-04,1.948828576132655144e-04,6.507342914119362831e-04,4.261852300260215998e-04,1.009986503049731255e-03,3.695538907777518034e-04,2.644934575073421001e-04,-1.660630805417895317e-04,3.044959448743611574e-04,2.645638014655560255e-04,2.817524946294724941e-04,-2.944307052530348301e-04,-1.836746232584118843e-04,-2.554429229348897934e-04,1.282713725231587887e-03,5.228906520642340183e-04,4.271205980330705643e-04,-1.327999343629926443e-04,2.402074751444160938e-04,-2.063112042378634214e-04,-1.391207333654165268e-04
7.949494756758213043e-04,-9.573241113685071468e-04,-3.976583248004317284e-04,-4.715475370176136494e-04,5.542504950426518917e-04,-1.088627963326871395e-03,-5.065565346740186214e-04,-8.520000847056508064e-05,8.083250140771269798e-04,5.015872302465140820e-04,-1.220383914187550545e-03,-1.782691106200218201e-03,-1.233161194249987602e-03,-7.324210600927472115e-04,1.668950775638222694e-03,-9.366011363454163074e-05,3.382455906830728054e-04,-3.787575406022369862e-04,1.832664245739579201e-03,3.939874004572629929e-04,-2.808228600770235062e-07,5.965973250567913055e-04,1.034958753734827042e-03,-1.661166432313621044e-03,1.357846485916525126e-04,1.792342809494584799e-04,2.300728228874504566e-04,4.563773982226848602e-04,1.487739500589668751e-04,1.395900500938296318e-03,1.143087865784764290e-03,-2.229951205663383007e-04,-9.594012517482042313e-04,2.651576651260256767e-04,1.440568361431360245e-03,4.278888809494674206e-06,-9.231802541762590408e-04,5.343492375686764717e-04,-7.658509421162307262e-04,-4.124102415516972542e-04
-5.698704626411199570e-06,3.160346823278814554e-04,-4.286994226276874542e-05,-1.836112933233380318e-03,-9.972354164347052574e-04,2.064311120193451643e-04,6.343434797599911690e-04,7.569104782305657864e-04,-5.273511051200330257e-04,5.985901807434856892e-04,1.734498073346912861e-05,4.153000772930681705e-04,2.362338826060295105e-03,-3.625429235398769379e-04,3.531868569552898407e-04,-1.876250724308192730e-03,-1.992078905459493399e-04,5.622364114969968796e-04,3.690904704853892326e-04,1.222130842506885529e-03,-1.645035808905959129e-04,-7.959501817822456360e-04,-2.346895926166325808e-04,-5.301968485582619905e-05,1.446012756787240505e-04,-4.339704464655369520e-04,1.021179486997425556e-04,-2.614945988170802593e-04,2.026549540460109711e-03,2.351789153181016445e-04,8.964860462583601475e-04,-4.332934331614524126e-04,-1.542689977213740349e-03,6.347181624732911587e-04,-2.182438329327851534e-04,1.117808627896010876e-03,8.051564218476414680e-04,-1.213647192344069481e-05,-5.413360195234417915e-04,-8.616136619821190834e-05
-3.246632695663720369e-04,-3.223993699066340923e-04,-3.500176244415342808e-04,-3.377127286512404680e-04,2.025917638093233109e-06,6.207365076988935471e-04,-2.250869059935212135e-03,-5.596543778665363789e-04,3.845188184641301632e-04,1.277728588320314884e-04,-3.901449381373822689e-04,4.232826759107410908e-04,1.472984906286001205e-03,-2.050382783636450768e-03,1.567421248182654381e-03,4.026143287774175406e-04,2.244684583274647593e-04,-1.302516786381602287e-03,7.075481698848307133e-04,4.564666305668652058e-04,7.930651772767305374e-04,1.050575228873640299e-04,-1.645213225856423378e-03,-2.729684114456176758e-03,4.003645153716206551e-05,8.450957830063998699e-05,-4.048382979817688465e-04,1.812289119698107243e-03,9.012371301651000977e-04,-7.852616836316883564e-04,-9.558134479448199272e-04,-7.848879322409629822e-04,3.993886057287454605e-04,2.420978125883266330e-04,-7.982919341884553432e-04,6.341382977552711964e-04,-3.108950331807136536e-04,1.177962476504035294e-04,2.130588050931692123e-03,6.333194323815405369e-04
5.574947572313249111e-04,-5.582810845226049423e-04,-5.523813888430595398e-04,-3.106627264060080051e-04,9.455595863983035088e-04,2.166047925129532814e-04,6.332523189485073090e-04,-4.338733269833028316e-04,-1.627722522243857384e-03,4.178676754236221313e-04,-1.671911741141229868e-04,6.800286937505006790e-04,5.977248074486851692e-04,-1.823534490540623665e-03,-1.050448743626475334e-03,8.416407217737287283e-05,3.393202787265181541e-04,9.982285555452108383e-04,-1.056460605468600988e-04,-9.549135575070977211e-05,-5.495129153132438660e-05,-7.043713703751564026e-04,1.192370080389082432e-03,-2.489685430191457272e-04,1.031610532663762569e-03,-1.898859860375523567e-03,-3.876297851093113422e-04,-4.574276099447160959e-04,-1.013568835332989693e-03,1.686966861598193645e-04,-4.246156895533204079e-04,-3.712103934958577156e-04,-6.839417619630694389e-05,-1.498087076470255852e-03,2.659949008375406265e-03,4.752859240397810936e-05,-2.717901370488107204e-04,1.038578455336391926e-03,3.518458397593349218e-04,1.157050835900008678e-03
-8.363674860447645187e-04,2.311641816049814224e-03,5.734132719226181507e-05,-1.814119867049157619e-03,-2.591909724287688732e-04,-5.142053123563528061e-05,-8.113501244224607944e-04,5.750312702730298042e-04,2.486328885424882174e-04,-1.493925112299621105e-03,6.149715045467019081e-04,6.538272718898952007e-04,-1.434829318895936012e-04,1.768788642948493361e-04,9.956635767593979836e-04,-6.470156949944794178e-05,1.260720891878008842e-03,-2.265506191179156303e-04,-8.414499461650848389e-04,8.783630910329520702e-04,6.896259146742522717e-04,-1.461136853322386742e-04,1.373511156998574734e-03,-2.274822327308356762e-04,2.346834633499383926e-03,1.134469290263950825e-03,6.966550718061625957e-04,-4.094699106644839048e-04,-9.930268861353397369e-04,6.690329173579812050e-04,1.281150849536061287e-03,7.373774424195289612e-04,7.735285907983779907e-04,-5.146515322849154472e-04,-7.814291166141629219e-05,3.872234956361353397e-04,-5.744592635892331600e-04,-1.831211120588704944e-04,1.832099515013396740e-04,-9.478995343670248985e-05
8.160350262187421322e-05,-9.040521108545362949e-04,1.564615813549607992e-04,-4.361440078355371952e-04,-9.076805436052381992e-04,4.554756451398134232e-04,6.345070432871580124e-04,3.231789160054177046e-04,-4.959519719704985619e-04,2.220110036432743073e-04,-2.917180536314845085e-04,7.028226973488926888e-04,-1.898151007480919361e-03,4.303132300265133381e-05,-8.876123465597629547e-04,5.461310502141714096e-04,-8.402729872614145279e-05,-1.805966487154364586e-03,-1.061878574546426535e-04,6.217702175490558147e-04,9.869827190414071083e-04,-2.847837167792022228e-04,2.817012136802077293e-04,1.353774277959018946e-04,1.189128670375794172e-04,6.967133958823978901e-05,-7.582708494737744331e-04,-4.706044273916631937e-05,-8.169491775333881378e-05,4.782126343343406916e-04,-3.268958535045385361e-04,-9.455038816668093204e-04,-2.583187539130449295e-03,7.874958100728690624e-04,-3.102998307440429926e-04,3.121125046163797379e-04,-5.101799033582210541e-04,4.145273123867809772e-05,3.686625859700143337e-04,-3.552043635863810778e-04
